data,sigla_provincia,codice_comune,denominazione_comune,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi
2020-11-16,PA,082023,Casteldaccia,38.05373,13.52967,,,,,46,,,18,0,64,89,64,,,,
2020-11-17,PA,082023,Casteldaccia,38.05373,13.52967,,,,,45,-1,0,19,0,64,94,64,,,,
2020-11-18,PA,082023,Casteldaccia,38.05373,13.52967,,,,,46,1,1,19,0,65,98,65,,,,
2020-11-19,PA,082023,Casteldaccia,38.05373,13.52967,,,,,47,1,2,20,0,67,107,67,,,,
2020-11-20,PA,082023,Casteldaccia,38.05373,13.52967,,,,,42,-5,3,28,0,70,111,70,,,,
2020-11-21,PA,082023,Casteldaccia,38.05373,13.52967,,,,,43,1,1,28,0,71,117,71,,,,
2020-11-23,PA,082023,Casteldaccia,38.05373,13.52967,,,,,49,6,7,29,0,78,151,78,,,,
2020-11-24,PA,082023,Casteldaccia,38.05373,13.52967,,,,,42,-7,0,36,0,78,152,78,,,,
2020-11-25,PA,082023,Casteldaccia,38.05373,13.52967,,,,,49,7,8,37,0,86,159,86,,,,
2020-11-26,PA,082023,Casteldaccia,38.05373,13.52967,,,,,53,4,5,38,0,91,174,91,,,,
2020-11-27,PA,082023,Casteldaccia,38.05373,13.52967,,,,,62,9,11,40,0,102,177,102,,,,
2020-11-29,PA,082023,Casteldaccia,38.05373,13.52967,,,,,64,2,3,41,0,105,189,105,,,,
2020-11-30,PA,082023,Casteldaccia,38.05373,13.52967,,,,,79,15,19,45,0,124,193,124,,,,
2020-12-01,PA,082023,Casteldaccia,38.05373,13.52967,,,,,75,-4,0,49,0,124,197,124,,,,
2020-12-02,PA,082023,Casteldaccia,38.05373,13.52967,,,,,78,3,4,50,0,128,203,128,,,,
2020-12-03,PA,082023,Casteldaccia,38.05373,13.52967,,,,,82,4,6,52,0,134,210,134,,,,
2020-12-04,PA,082023,Casteldaccia,38.05373,13.52967,,,,,87,5,7,54,0,141,211,141,,,,
2020-12-05,PA,082023,Casteldaccia,38.05373,13.52967,,,,,87,0,0,54,0,141,228,141,,,,
2020-12-06,PA,082023,Casteldaccia,38.05373,13.52967,,,,,91,4,5,55,0,146,230,146,,,,
2020-12-08,PA,082023,Casteldaccia,38.05373,13.52967,,,,,94,3,4,56,0,150,234,150,,,,
2020-12-09,PA,082023,Casteldaccia,38.05373,13.52967,,,,,87,-7,3,66,0,153,240,153,,,,
2020-12-10,PA,082023,Casteldaccia,38.05373,13.52967,,,,,87,0,0,66,0,153,249,153,,,,
2020-12-11,PA,082023,Casteldaccia,38.05373,13.52967,,,,,84,-3,1,70,0,154,262,154,,,,
2020-12-12,PA,082023,Casteldaccia,38.05373,13.52967,,,,,85,1,1,74,0,155,270,155,,,,
2020-12-14,PA,082023,Casteldaccia,38.05373,13.52967,,,,,71,-14,1,84,1,156,278,156,,,,
2020-12-15,PA,082023,Casteldaccia,38.05373,13.52967,,,,,69,-2,0,86,1,156,280,156,,,,
2020-12-16,PA,082023,Casteldaccia,38.05373,13.52967,,,,,56,-13,1,100,1,157,284,157,,,,
2020-12-17,PA,082023,Casteldaccia,38.05373,13.52967,,,,,59,3,3,100,1,160,293,160,,,,
2020-12-20,PA,082023,Casteldaccia,38.05373,13.52967,,,,,62,3,3,100,1,163,313,163,,,,
2020-12-21,PA,082023,Casteldaccia,38.05373,13.52967,,,,,61,-1,4,105,1,167,314,167,,,,
2020-12-22,PA,082023,Casteldaccia,38.05373,13.52967,,,,,53,-8,0,113,1,167,314,167,,,,
2020-12-25,PA,082023,Casteldaccia,38.05373,13.52967,,,,,51,-2,8,123,1,175,321,175,,,,
2020-12-28,PA,082023,Casteldaccia,38.05373,13.52967,,,,,51,0,0,123,1,175,333,175,,,,
2020-12-30,PA,082023,Casteldaccia,38.05373,13.52967,,,,,52,1,5,127,1,180,346,180,,,,
2020-12-31,PA,082023,Casteldaccia,38.05373,13.52967,,,,,52,0,6,128,6,186,351,186,,,,
2021-01-01,PA,082023,Casteldaccia,38.05373,13.52967,,,,,53,1,1,128,6,187,353,187,,,,
2021-01-03,PA,082023,Casteldaccia,38.05373,13.52967,,,,,53,0,5,133,6,192,366,192,,,,
2021-01-06,PA,082023,Casteldaccia,38.05373,13.52967,,,,,56,3,3,133,6,195,377,195,,,,
2021-01-08,PA,082023,Casteldaccia,38.05373,13.52967,,,,,57,1,5,137,6,200,388,200,,,,
2021-01-10,PA,082023,Casteldaccia,38.05373,13.52967,,,,,56,-1,3,141,6,203,395,203,,,,
2021-01-11,PA,082023,Casteldaccia,38.05373,13.52967,,,,,60,4,8,145,6,211,398,211,,,,
2021-01-12,PA,082023,Casteldaccia,38.05373,13.52967,,,,,59,-1,3,148,7,214,401,214,,,,
2021-01-13,PA,082023,Casteldaccia,38.05373,13.52967,,,,,54,-5,0,153,7,214,444,214,,,,
2021-01-14,PA,082023,Casteldaccia,38.05373,13.52967,,,,,48,-6,1,160,7,215,447,215,,,,
2021-01-15,PA,082023,Casteldaccia,38.05373,13.52967,,,,,46,-2,2,163,8,217,453,217,,,,
2021-01-16,PA,082023,Casteldaccia,38.05373,13.52967,,,,,46,0,1,164,8,218,458,218,,,,
2021-01-18,PA,082023,Casteldaccia,38.05373,13.52967,,,,,83,37,40,167,8,258,464,258,,,,
2021-01-19,PA,082023,Casteldaccia,38.05373,13.52967,,,,,81,-2,4,173,8,262,469,262,,,,
2021-01-20,PA,082023,Casteldaccia,38.05373,13.52967,,,,,84,3,4,174,8,266,481,266,,,,
2021-01-21,PA,082023,Casteldaccia,38.05373,13.52967,,,,,87,3,3,174,8,269,485,269,,,,
2021-01-22,PA,082023,Casteldaccia,38.05373,13.52967,,,,,89,2,2,174,8,271,492,271,,,,
2021-01-23,PA,082023,Casteldaccia,38.05373,13.52967,,,,,95,6,6,174,8,277,494,277,,,,
2021-01-25,PA,082023,Casteldaccia,38.05373,13.52967,,,,,92,-3,1,177,9,278,523,278,,,,
2021-01-26,PA,082023,Casteldaccia,38.05373,13.52967,,,,,95,3,4,178,9,282,524,282,,,,
2021-01-27,PA,082023,Casteldaccia,38.05373,13.52967,,,,,91,-4,2,184,9,284,540,284,,,,
2021-01-28,PA,082023,Casteldaccia,38.05373,13.52967,,,,,101,10,5,188,9,289,549,289,,,,
2021-01-29,PA,082023,Casteldaccia,38.05373,13.52967,,,,,101,0,9,188,9,298,558,298,,,,
2021-01-30,PA,082023,Casteldaccia,38.05373,13.52967,,,,,109,8,9,189,9,307,566,307,,,,
2021-02-01,PA,082023,Casteldaccia,38.05373,13.52967,,,,,109,0,0,189,9,307,566,307,,,,
2021-02-02,PA,082023,Casteldaccia,38.05373,13.52967,,,,,102,-7,7,201,11,314,576,314,,,,
2021-02-03,PA,082023,Casteldaccia,38.05373,13.52967,,,,,97,-5,0,205,12,314,578,314,,,,
2021-02-05,PA,082023,Casteldaccia,38.05373,13.52967,,,,,103,6,7,206,12,321,614,321,,,,
2021-02-06,PA,082023,Casteldaccia,38.05373,13.52967,,,,,103,0,4,209,13,325,617,325,,,,
2021-02-08,PA,082023,Casteldaccia,38.05373,13.52967,,,,,103,0,2,212,14,327,618,327,,,,
2021-02-09,PA,082023,Casteldaccia,38.05373,13.52967,,,,,94,-9,0,220,14,327,624,327,,,,Rettificato numero totale_positivi (-1) per via del doppio inserimento di un paziente causa errore di battitura.
2021-02-10,PA,082023,Casteldaccia,38.05373,13.52967,,,,,87,-7,0,227,14,327,636,327,,,,Rettificato numero totale_positivi (-1) per via del doppio inserimento di un paziente causa errore di battitura.
2021-02-11,PA,082023,Casteldaccia,38.05373,13.52967,,,,,69,-18,0,244,14,327,645,327,,,,
2021-02-12,PA,082023,Casteldaccia,38.05373,13.52967,,,,,56,-13,4,261,14,331,646,331,,,,
2021-02-13,PA,082023,Casteldaccia,38.05373,13.52967,,,,,56,0,0,261,14,331,646,331,,,,
2021-02-15,PA,082023,Casteldaccia,38.05373,13.52967,,,,,56,0,0,261,14,331,665,331,,,,
2021-02-16,PA,082023,Casteldaccia,38.05373,13.52967,,,,,52,-4,3,268,14,334,669,334,,,,
2021-02-17,PA,082023,Casteldaccia,38.05373,13.52967,,,,,47,-5,3,276,14,337,671,337,,,,
2021-02-18,PA,082023,Casteldaccia,38.05373,13.52967,,,,,46,-1,1,278,14,338,675,338,,,,
2021-02-19,PA,082023,Casteldaccia,38.05373,13.52967,,,,,42,-4,0,282,14,338,677,338,,,,
2021-02-20,PA,082023,Casteldaccia,38.05373,13.52967,,,,,41,-1,0,283,14,338,677,338,,,,
2021-02-22,PA,082023,Casteldaccia,38.05373,13.52967,,,,,38,-3,0,286,14,338,695,338,,,,
2021-02-23,PA,082023,Casteldaccia,38.05373,13.52967,,,,,38,0,0,286,14,338,702,338,,,,
2021-02-24,PA,082023,Casteldaccia,38.05373,13.52967,,,,,33,-5,0,291,14,338,703,338,,,,
2021-02-27,PA,082023,Casteldaccia,38.05373,13.52967,,,,,40,7,7,291,14,345,704,345,,,,
2021-03-01,PA,082023,Casteldaccia,38.05373,13.52967,,,,,40,0,0,291,14,345,705,345,,,,
2021-03-03,PA,082023,Casteldaccia,38.05373,13.52967,,,,,29,-11,0,302,14,345,706,345,,,,
2021-03-06,PA,082023,Casteldaccia,38.05373,13.52967,,,,,31,2,2,302,14,347,714,347,,,,
2021-03-09,PA,082023,Casteldaccia,38.05373,13.52967,,,,,31,0,1,303,14,348,723,348,,,,
2021-03-10,PA,082023,Casteldaccia,38.05373,13.52967,,,,,38,7,7,303,14,355,728,355,,,,
2021-03-11,PA,082023,Casteldaccia,38.05373,13.52967,,,,,44,6,6,303,14,361,731,361,,,,
2021-03-13,PA,082023,Casteldaccia,38.05373,13.52967,,,,,43,-1,1,304,15,362,735,362,,,,
2021-03-15,PA,082023,Casteldaccia,38.05373,13.52967,,,,,44,1,1,304,15,363,738,363,,,,
2021-03-16,PA,082023,Casteldaccia,38.05373,13.52967,,,,,45,1,2,305,15,365,741,365,,,,
2021-03-17,PA,082023,Casteldaccia,38.05373,13.52967,,,,,30,-15,1,321,15,366,744,366,,,,
2021-03-20,PA,082023,Casteldaccia,38.05373,13.52967,,,,,35,5,7,323,15,373,752,373,,,,
2021-03-22,PA,082023,Casteldaccia,38.05373,13.52967,,,,,35,0,0,323,15,373,753,373,,,,
2021-03-24,PA,082023,Casteldaccia,38.05373,13.52967,,,,,32,-3,2,328,15,375,771,375,,,,
2021-03-28,PA,082023,Casteldaccia,38.05373,13.52967,,,4,38,42,10,12,330,15,387,788,387,,,,
2021-03-29,PA,082023,Casteldaccia,38.05373,13.52967,,,4,37,41,-1,9,340,15,396,799,396,Corretto conteggio tamponi giornalieri con date_tamponi dal db al giorno precedente,,,
2021-03-30,PA,082023,Casteldaccia,38.05373,13.52967,,,4,36,40,-1,0,341,15,396,800,396,,,,
2021-03-31,PA,082023,Casteldaccia,38.05373,13.52967,,,4,34,38,-2,0,343,15,396,802,396,,,,
2021-04-01,PA,082023,Casteldaccia,38.05373,13.52967,,,4,34,38,0,4,347,15,400,811,400,,,,
2021-04-02,PA,082023,Casteldaccia,38.05373,13.52967,,,4,34,38,0,1,348,15,401,813,401,,,,
2021-04-03,PA,082023,Casteldaccia,38.05373,13.52967,,,4,35,39,1,1,348,15,402,818,402,,,,
2021-04-04,PA,082023,Casteldaccia,38.05373,13.52967,,,4,31,35,-4,0,352,15,402,818,402,,,,
2021-04-05,PA,082023,Casteldaccia,38.05373,13.52967,,,4,31,35,0,0,352,15,402,818,402,,,,
2021-04-06,PA,082023,Casteldaccia,38.05373,13.52967,,,4,31,35,0,4,356,15,406,834,406,,,,
2021-04-07,PA,082023,Casteldaccia,38.05373,13.52967,,,4,27,31,-4,0,360,15,406,837,406,,,,
2021-04-08,PA,082023,Casteldaccia,38.05373,13.52967,,,4,24,28,-3,0,363,15,406,837,406,,,,
2021-04-09,PA,082023,Casteldaccia,38.05373,13.52967,,,4,28,32,4,5,364,15,411,845,411,,,,
2021-04-10,PA,082023,Casteldaccia,38.05373,13.52967,,,4,27,31,-1,0,365,15,411,845,411,,,,
2021-04-11,PA,082023,Casteldaccia,38.05373,13.52967,,,4,27,31,0,0,365,15,411,847,411,,,,
2021-04-12,PA,082023,Casteldaccia,38.05373,13.52967,,,4,29,33,2,4,367,15,415,855,415,,,,
2021-04-13,PA,082023,Casteldaccia,38.05373,13.52967,,,4,31,35,2,3,367,16,418,859,418,,,,
2021-04-14,PA,082023,Casteldaccia,38.05373,13.52967,,,4,31,35,0,0,367,16,418,859,418,,,,
2021-04-15,PA,082023,Casteldaccia,38.05373,13.52967,,,4,37,41,6,9,370,16,427,874,427,,,,
2021-04-16,PA,082023,Casteldaccia,38.05373,13.52967,,,4,34,38,-3,0,373,16,427,874,427,,,,
2021-04-17,PA,082023,Casteldaccia,38.05373,13.52967,,,4,34,38,0,0,373,16,427,875,427,,,,
2021-04-18,PA,082023,Casteldaccia,38.05373,13.52967,,,4,32,36,-2,0,375,16,427,877,427,,,,
