data,sigla_provincia,codice_comune,denominazione_comune,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi
2021-01-08,PA,082067,Santa Flavia,38.08246,13.52758,,,,,141,14,22,216,8,365,710,365,,,,
2021-01-10,PA,082067,Santa Flavia,38.08246,13.52758,,,,,142,1,1,216,8,366,720,366,,,,
2021-01-11,PA,082067,Santa Flavia,38.08246,13.52758,,,,,154,12,22,226,8,388,734,388,,,,
2021-01-12,PA,082067,Santa Flavia,38.08246,13.52758,,,,,158,4,4,226,8,392,744,392,,,,
2021-01-13,PA,082067,Santa Flavia,38.08246,13.52758,,,,,159,1,6,231,8,398,753,398,,,,
2021-01-14,PA,082067,Santa Flavia,38.08246,13.52758,,,,,159,0,2,233,8,400,762,400,,,,
2021-01-15,PA,082067,Santa Flavia,38.08246,13.52758,,,,,164,5,10,237,9,410,799,410,,,,
2021-01-16,PA,082067,Santa Flavia,38.08246,13.52758,,,,,168,4,4,237,9,414,840,414,,,,
2021-01-18,PA,082067,Santa Flavia,38.08246,13.52758,,,,,174,6,9,240,9,423,857,423,,,,
2021-01-19,PA,082067,Santa Flavia,38.08246,13.52758,,,,,208,34,35,241,9,458,873,458,,,,
2021-01-20,PA,082067,Santa Flavia,38.08246,13.52758,,,,,196,-12,7,259,10,465,900,465,,,,
2021-01-21,PA,082067,Santa Flavia,38.08246,13.52758,,,,,205,9,9,259,10,474,910,474,,,,
2021-01-22,PA,082067,Santa Flavia,38.08246,13.52758,,,,,206,1,3,261,10,477,925,477,,,,
2021-01-23,PA,082067,Santa Flavia,38.08246,13.52758,,,,,220,14,14,261,10,491,938,491,,,,
2021-01-25,PA,082067,Santa Flavia,38.08246,13.52758,,,,,220,0,0,261,10,491,947,491,,,,
2021-01-26,PA,082067,Santa Flavia,38.08246,13.52758,,,,,219,-1,8,270,10,499,955,499,,,,
2021-01-27,PA,082067,Santa Flavia,38.08246,13.52758,,,,,191,-28,1,299,10,500,957,500,,,,
2021-01-28,PA,082067,Santa Flavia,38.08246,13.52758,,,,,181,-10,0,309,10,500,974,500,,,,
2021-01-29,PA,082067,Santa Flavia,38.08246,13.52758,,,,,167,-14,0,323,10,500,997,500,,,,
2021-01-30,PA,082067,Santa Flavia,38.08246,13.52758,,,,,179,12,13,324,10,513,1018,513,,,,
2021-02-01,PA,082067,Santa Flavia,38.08246,13.52758,,,,,167,-12,0,336,10,513,1035,513,,,,
2021-02-02,PA,082067,Santa Flavia,38.08246,13.52758,,,,,168,1,5,340,10,518,1054,518,,,,
2021-02-03,PA,082067,Santa Flavia,38.08246,13.52758,,,,,156,-12,1,353,10,519,1061,519,,,,
2021-02-05,PA,082067,Santa Flavia,38.08246,13.52758,,,,,139,-17,4,374,10,523,1091,523,,,,
2021-02-06,PA,082067,Santa Flavia,38.08246,13.52758,,,,,132,-7,7,388,10,530,1094,530,,,,
2021-02-08,PA,082067,Santa Flavia,38.08246,13.52758,,,,,113,-19,2,409,10,532,1105,532,,,,
2021-02-09,PA,082067,Santa Flavia,38.08246,13.52758,,,,,98,-15,1,425,10,533,1107,533,,,,
2021-02-10,PA,082067,Santa Flavia,38.08246,13.52758,,,,,93,-5,1,430,11,534,1117,534,,,,
2021-02-11,PA,082067,Santa Flavia,38.08246,13.52758,,,,,78,-15,1,446,11,535,1137,535,,,,
2021-02-12,PA,082067,Santa Flavia,38.08246,13.52758,,,,,83,5,10,451,11,545,1137,545,,,,
2021-02-13,PA,082067,Santa Flavia,38.08246,13.52758,,,,,79,-4,2,457,11,547,1138,547,,,,
2021-02-15,PA,082067,Santa Flavia,38.08246,13.52758,,,,,70,-9,0,466,11,547,1154,547,,,,
2021-02-16,PA,082067,Santa Flavia,38.08246,13.52758,,,,,62,-8,0,474,11,547,1155,547,,,,
2021-02-17,PA,082067,Santa Flavia,38.08246,13.52758,,,,,54,-8,1,483,11,548,1159,548,,,,
2021-02-18,PA,082067,Santa Flavia,38.08246,13.52758,,,,,48,-6,0,489,11,548,1160,548,,,,
2021-02-19,PA,082067,Santa Flavia,38.08246,13.52758,,,,,44,-4,1,494,11,549,1161,549,,,,
2021-02-20,PA,082067,Santa Flavia,38.08246,13.52758,,,,,44,0,1,495,11,550,1167,550,,,,
2021-02-22,PA,082067,Santa Flavia,38.08246,13.52758,,,,,44,0,3,498,11,553,1171,553,,,,
2021-02-23,PA,082067,Santa Flavia,38.08246,13.52758,,,,,42,-2,0,500,11,553,1172,553,,,,
2021-02-24,PA,082067,Santa Flavia,38.08246,13.52758,,,,,38,-4,0,504,11,553,1172,553,,,,
2021-02-27,PA,082067,Santa Flavia,38.08246,13.52758,,,,,37,-1,2,507,11,555,1183,555,,,,
2021-03-01,PA,082067,Santa Flavia,38.08246,13.52758,,,,,36,-1,0,508,11,555,1190,555,,,,
2021-03-03,PA,082067,Santa Flavia,38.08246,13.52758,,,,,32,-4,3,515,11,558,1194,558,,,,
2021-03-06,PA,082067,Santa Flavia,38.08246,13.52758,,,,,32,0,1,516,11,559,1200,559,,,,
2021-03-09,PA,082067,Santa Flavia,38.08246,13.52758,,,,,37,5,6,517,11,565,1205,565,,,,
2021-03-10,PA,082067,Santa Flavia,38.08246,13.52758,,,,,40,3,3,517,11,568,1212,568,,,,
2021-03-11,PA,082067,Santa Flavia,38.08246,13.52758,,,,,46,6,6,517,11,574,1223,574,,,,
2021-03-13,PA,082067,Santa Flavia,38.08246,13.52758,,,,,57,11,12,518,11,586,1232,586,,,,
2021-03-15,PA,082067,Santa Flavia,38.08246,13.52758,,,,,59,2,2,518,11,588,1232,588,,,,
2021-03-16,PA,082067,Santa Flavia,38.08246,13.52758,,,,,59,0,0,518,11,588,1252,588,,,,
2021-03-17,PA,082067,Santa Flavia,38.08246,13.52758,,,,,72,13,14,519,11,602,1258,602,,,,
2021-03-20,PA,082067,Santa Flavia,38.08246,13.52758,,,,,89,17,17,519,11,619,1281,619,,,,
2021-03-22,PA,082067,Santa Flavia,38.08246,13.52758,,,,,89,0,0,519,11,619,1297,619,,,,
2021-03-24,PA,082067,Santa Flavia,38.08246,13.52758,,,,,79,-10,5,534,11,624,1311,624,,,,
2021-03-28,PA,082067,Santa Flavia,38.08246,13.52758,,,2,90,92,13,17,537,12,641,1327,641,,,,
2021-03-29,PA,082067,Santa Flavia,38.08246,13.52758,,,2,86,88,-4,5,546,12,646,1355,646,Corretto conteggio tamponi giornalieri con date_tamponi dal db al giorno precedente,,,
2021-03-30,PA,082067,Santa Flavia,38.08246,13.52758,,,2,86,88,0,5,551,12,651,1362,651,,,,
2021-03-31,PA,082067,Santa Flavia,38.08246,13.52758,,,2,89,91,3,4,552,12,655,1375,655,,,,
2021-04-01,PA,082067,Santa Flavia,38.08246,13.52758,,,2,87,89,-2,0,554,12,655,1377,655,,,,
2021-04-02,PA,082067,Santa Flavia,38.08246,13.52758,,,2,92,94,5,5,554,12,660,1386,660,,,,
2021-04-03,PA,082067,Santa Flavia,38.08246,13.52758,,,2,91,93,-1,0,555,12,660,1391,660,,,,
2021-04-04,PA,082067,Santa Flavia,38.08246,13.52758,,,2,87,89,-4,0,559,12,660,1391,660,,,,
2021-04-05,PA,082067,Santa Flavia,38.08246,13.52758,,,2,87,89,0,0,559,12,660,1391,660,,,,
2021-04-06,PA,082067,Santa Flavia,38.08246,13.52758,,,2,92,94,5,7,561,12,667,1417,667,,,,
2021-04-07,PA,082067,Santa Flavia,38.08246,13.52758,,,2,89,91,-3,0,564,12,667,1422,667,,,,
2021-04-08,PA,082067,Santa Flavia,38.08246,13.52758,,,2,86,88,-3,1,568,12,668,1432,668,,,,
2021-04-09,PA,082067,Santa Flavia,38.08246,13.52758,,,2,75,77,-11,2,580,13,670,1441,670,,,,
2021-04-10,PA,082067,Santa Flavia,38.08246,13.52758,,,2,72,74,-3,0,583,13,670,1441,670,,,,
2021-04-11,PA,082067,Santa Flavia,38.08246,13.52758,,,2,77,79,5,5,583,13,675,1446,675,,,,
2021-04-12,PA,082067,Santa Flavia,38.08246,13.52758,,,2,80,82,3,10,590,13,685,1465,685,,,,
2021-04-13,PA,082067,Santa Flavia,38.08246,13.52758,,,2,75,77,-5,4,598,14,689,1473,689,,,,
2021-04-14,PA,082067,Santa Flavia,38.08246,13.52758,,,2,75,77,0,0,598,14,689,1473,689,,,,
2021-04-15,PA,082067,Santa Flavia,38.08246,13.52758,,,2,75,77,0,7,605,14,696,1497,696,,,,
2021-04-16,PA,082067,Santa Flavia,38.08246,13.52758,,,2,69,71,-6,0,611,14,696,1497,696,,,,
2021-04-17,PA,082067,Santa Flavia,38.08246,13.52758,,,2,67,69,-2,0,613,14,696,1497,696,,,,
2021-04-18,PA,082067,Santa Flavia,38.08246,13.52758,,,2,66,68,-1,0,614,14,696,1498,696,,,,
2021-04-19,PA,082067,Santa Flavia,38.08246,13.52758,,,4,63,67,-1,11,625,15,707,1512,707,,,,
2021-04-20,PA,082067,Santa Flavia,38.08246,13.52758,,,4,63,67,0,0,625,15,707,1524,707,,,,
2021-04-21,PA,082067,Santa Flavia,38.08246,13.52758,,,4,55,59,-8,1,634,15,708,1535,708,,,,
2021-04-22,PA,082067,Santa Flavia,38.08246,13.52758,,,4,54,58,-1,1,636,15,709,1536,709,,,,
2021-04-23,PA,082067,Santa Flavia,38.08246,13.52758,,,4,55,59,1,6,640,16,715,1546,715,,,,
2021-04-24,PA,082067,Santa Flavia,38.08246,13.52758,,,4,55,59,0,0,640,16,715,1549,715,,,,
2021-04-25,PA,082067,Santa Flavia,38.08246,13.52758,,,4,54,58,-1,0,641,16,715,1551,715,,,,
2021-04-26,PA,082067,Santa Flavia,38.08246,13.52758,,,3,55,58,0,1,641,17,716,1556,716,,,,
2021-04-27,PA,082067,Santa Flavia,38.08246,13.52758,,,3,56,59,1,2,642,17,718,1558,718,,,,
2021-04-28,PA,082067,Santa Flavia,38.08246,13.52758,,,3,57,60,1,2,643,17,720,1563,720,,,,
2021-04-29,PA,082067,Santa Flavia,38.08246,13.52758,,,3,58,61,1,5,647,17,725,1581,725,,,,
2021-04-30,PA,082067,Santa Flavia,38.08246,13.52758,,,3,53,56,-5,0,652,17,725,1585,725,,,,
2021-05-01,PA,082067,Santa Flavia,38.08246,13.52758,,,3,53,56,0,3,655,17,728,1590,728,,,,
2021-05-02,PA,082067,Santa Flavia,38.08246,13.52758,,,3,58,61,5,6,656,17,734,1596,734,,,,
2021-05-03,PA,082067,Santa Flavia,38.08246,13.52758,,,3,53,56,-5,1,662,17,735,1606,735,,,,
2021-05-04,PA,082067,Santa Flavia,38.08246,13.52758,,,3,49,52,-4,0,666,17,735,1607,735,,,,
2021-05-05,PA,082067,Santa Flavia,38.08246,13.52758,,,3,44,47,-5,0,671,17,735,1609,735,,,,
2021-05-06,PA,082067,Santa Flavia,38.08246,13.52758,,,3,44,47,0,0,671,17,735,1609,735,,,,
2021-05-07,PA,082067,Santa Flavia,38.08246,13.52758,,,3,44,47,0,0,671,17,735,1609,735,,,,
2021-05-08,PA,082067,Santa Flavia,38.08246,13.52758,,,3,40,43,-4,0,675,17,735,1618,735,,,,
2021-05-09,PA,082067,Santa Flavia,38.08246,13.52758,,,3,43,46,3,4,676,17,739,1623,739,,,,
2021-05-10,PA,082067,Santa Flavia,38.08246,13.52758,,,3,48,51,5,6,677,17,745,1636,745,,,,
2021-05-11,PA,082067,Santa Flavia,38.08246,13.52758,,,3,44,47,-4,2,683,17,747,1645,747,,,,
2021-05-12,PA,082067,Santa Flavia,38.08246,13.52758,,,3,42,45,-2,0,685,17,747,1646,747,,,,
2021-05-13,PA,082067,Santa Flavia,38.08246,13.52758,,,3,42,45,0,0,685,17,747,1646,747,,,,
2021-05-14,PA,082067,Santa Flavia,38.08246,13.52758,,,3,42,45,0,1,686,17,748,1647,748,,,,
2021-05-15,PA,082067,Santa Flavia,38.08246,13.52758,,,3,42,45,0,0,686,17,748,1649,748,,,,
2021-05-16,PA,082067,Santa Flavia,38.08246,13.52758,,,3,42,45,0,0,686,17,748,1649,748,,,,
2021-05-17,PA,082067,Santa Flavia,38.08246,13.52758,,,3,45,48,3,3,686,17,751,1656,751,,,,
2021-05-18,PA,082067,Santa Flavia,38.08246,13.52758,,,3,42,45,-3,0,689,17,751,1665,751,,,,
2021-05-19,PA,082067,Santa Flavia,38.08246,13.52758,,,3,41,44,-1,0,690,17,751,1665,751,,,,
2021-05-20,PA,082067,Santa Flavia,38.08246,13.52758,,,3,40,43,-1,0,691,17,751,1671,751,,,,
2021-05-21,PA,082067,Santa Flavia,38.08246,13.52758,,,3,37,40,-3,0,694,17,751,1673,751,,,,
2021-05-22,PA,082067,Santa Flavia,38.08246,13.52758,,,3,37,40,0,0,694,17,751,1673,751,,,,
2021-05-23,PA,082067,Santa Flavia,38.08246,13.52758,,,3,37,40,0,0,694,17,751,1673,751,,,,
2021-05-24,PA,082067,Santa Flavia,38.08246,13.52758,,,3,32,35,-5,0,699,17,751,1673,751,,,,
2021-05-25,PA,082067,Santa Flavia,38.08246,13.52758,,,3,19,22,-13,0,711,18,751,1678,751,,,,
2021-05-26,PA,082067,Santa Flavia,38.08246,13.52758,,,3,18,21,-1,0,712,18,751,1678,751,,,,
2021-05-27,PA,082067,Santa Flavia,38.08246,13.52758,,,3,13,16,-5,0,717,18,751,1687,751,,,,
2021-05-28,PA,082067,Santa Flavia,38.08246,13.52758,,,3,12,15,-1,0,718,18,751,1688,751,,,,
2021-05-29,PA,082067,Santa Flavia,38.08246,13.52758,,,3,13,16,1,1,718,18,752,1689,752,,,,
2021-05-30,PA,082067,Santa Flavia,38.08246,13.52758,,,3,13,16,0,0,718,18,752,1689,752,,,,
2021-05-31,PA,082067,Santa Flavia,38.08246,13.52758,,,3,13,16,0,0,718,18,752,1689,752,,,,
2021-06-01,PA,082067,Santa Flavia,38.08246,13.52758,,,3,13,16,0,0,718,18,752,1689,752,,,,
2021-06-02,PA,082067,Santa Flavia,38.08246,13.52758,,,3,13,16,0,0,718,18,752,1690,752,,,,
2021-06-03,PA,082067,Santa Flavia,38.08246,13.52758,,,2,13,15,-1,0,718,19,752,1690,752,,,,
2021-06-04,PA,082067,Santa Flavia,38.08246,13.52758,,,2,12,14,-1,0,719,19,752,1691,752,,,,
2021-06-05,PA,082067,Santa Flavia,38.08246,13.52758,,,2,12,14,0,0,719,19,752,1691,752,,,,
2021-06-06,PA,082067,Santa Flavia,38.08246,13.52758,,,2,12,14,0,0,719,19,752,1691,752,,,,
2021-06-07,PA,082067,Santa Flavia,38.08246,13.52758,,,3,11,14,0,2,721,19,754,1693,754,,,,
2021-06-08,PA,082067,Santa Flavia,38.08246,13.52758,,,3,10,13,-1,0,722,19,754,1695,754,,,,
2021-06-09,PA,082067,Santa Flavia,38.08246,13.52758,,,3,9,12,-1,0,723,19,754,1696,754,,,,
2021-06-10,PA,082067,Santa Flavia,38.08246,13.52758,,,3,7,10,-2,0,725,19,754,1696,754,,,,
2021-06-11,PA,082067,Santa Flavia,38.08246,13.52758,,,3,8,11,1,1,725,19,755,1698,755,,,,
2021-06-12,PA,082067,Santa Flavia,38.08246,13.52758,,,3,8,11,0,0,725,19,755,1698,755,,,,
2021-06-13,PA,082067,Santa Flavia,38.08246,13.52758,,,3,8,11,0,0,725,19,755,1698,755,,,,
2021-06-14,PA,082067,Santa Flavia,38.08246,13.52758,,,2,9,11,0,0,725,19,755,1698,755,,,,
2021-06-15,PA,082067,Santa Flavia,38.08246,13.52758,,,2,9,11,0,0,725,19,755,1698,755,,,,
2021-06-17,PA,082067,Santa Flavia,38.08246,13.52758,,,2,10,12,1,2,726,19,757,1701,757,,,,
2021-06-18,PA,082067,Santa Flavia,38.08246,13.52758,,,2,9,11,-1,0,727,19,757,1702,757,,,,
2021-06-19,PA,082067,Santa Flavia,38.08246,13.52758,,,2,8,10,-1,0,728,19,757,1702,757,,,,
2021-06-20,PA,082067,Santa Flavia,38.08246,13.52758,,,2,8,10,0,0,728,19,757,1702,757,,,,
2021-06-21,PA,082067,Santa Flavia,38.08246,13.52758,,,2,8,10,0,0,728,19,757,1703,757,,,,
2021-06-22,PA,082067,Santa Flavia,38.08246,13.52758,,,0,2,2,-8,0,735,20,757,1708,757,,,,
2021-06-23,PA,082067,Santa Flavia,38.08246,13.52758,,,0,2,2,0,0,735,20,757,1708,757,,,,
2021-06-24,PA,082067,Santa Flavia,38.08246,13.52758,,,0,2,2,0,0,735,20,757,1708,757,,,,
2021-06-25,PA,082067,Santa Flavia,38.08246,13.52758,,,0,2,2,0,0,735,20,757,1708,757,,,,
2021-06-26,PA,082067,Santa Flavia,38.08246,13.52758,,,0,2,2,0,0,735,20,757,1708,757,,,,
2021-06-27,PA,082067,Santa Flavia,38.08246,13.52758,,,0,2,2,0,0,735,20,757,1708,757,,,,
2021-06-28,PA,082067,Santa Flavia,38.08246,13.52758,,,0,1,1,-1,0,736,20,757,1710,757,,,,
2021-06-29,PA,082067,Santa Flavia,38.08246,13.52758,,,0,1,1,0,0,736,20,757,1710,757,,,,
2021-06-30,PA,082067,Santa Flavia,38.08246,13.52758,,,0,1,1,0,0,736,20,757,1710,757,,,,
2021-07-01,PA,082067,Santa Flavia,38.08246,13.52758,,,0,1,1,0,0,736,20,757,1710,757,,,,
