data,distretto,codice_comune,denominazione_comune,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi
2021-04-01T19:16:15.887Z,39,82023,Casteldaccia,38.05373,13.52967,,,4,34,38,0,4,347,15,400,811,400,,,,
2021-04-01T19:16:15.887Z,39,82004,Altavilla Milicia,38.0421,13.54901,,,3,69,72,-2,0,303,9,384,780,384,,,,
2021-04-02T16:37:05.850Z,39,82006,Bagheria,38.078918,13.512365,,,14,191,205,16,19,2029,85,2319,4601,2319,,,,
2021-04-02T16:37:05.850Z,39,82067,Santa Flavia,38.08246,13.52758,,,2,92,94,5,5,554,12,660,1386,660,,,,
2021-04-02T16:37:05.850Z,39,82035,Ficarazzi,38.089272,13.46891,,,9,82,91,8,8,537,4,632,1312,632,,,,
2021-04-02T16:37:05.850Z,39,82023,Casteldaccia,38.05373,13.52967,,,4,34,38,0,1,348,15,401,813,401,,,,
2021-04-02T16:37:05.850Z,39,82004,Altavilla Milicia,38.0421,13.54901,,,3,70,73,1,1,303,9,385,782,385,,,,
2021-04-03T12:36:13.858Z,39,82006,Bagheria,38.078918,13.512365,,,14,202,216,11,14,2032,85,2333,4627,2333,,,,
2021-04-03T12:36:13.858Z,39,82067,Santa Flavia,38.08246,13.52758,,,2,91,93,-1,0,555,12,660,1391,660,,,,
2021-04-03T12:36:13.858Z,39,82035,Ficarazzi,38.089272,13.46891,,,9,82,91,0,1,538,4,633,1314,633,,,,
2021-04-03T12:36:13.858Z,39,82023,Casteldaccia,38.05373,13.52967,,,4,35,39,1,1,348,15,402,818,402,,,,
2021-04-03T12:36:13.858Z,39,82004,Altavilla Milicia,38.0421,13.54901,,,3,70,73,0,0,303,9,385,793,385,,,,
2021-04-04T18:50:49.677Z,39,82006,Bagheria,38.078918,13.512365,,,14,201,215,-1,0,2033,85,2333,4627,2333,,,,
2021-04-04T18:50:49.677Z,39,82067,Santa Flavia,38.08246,13.52758,,,2,87,89,-4,0,559,12,660,1391,660,,,,
2021-04-04T18:50:49.677Z,39,82035,Ficarazzi,38.089272,13.46891,,,9,82,91,0,0,538,4,633,1314,633,,,,
2021-04-04T18:50:49.677Z,39,82023,Casteldaccia,38.05373,13.52967,,,4,31,35,-4,0,352,15,402,818,402,,,,
2021-04-04T18:50:49.677Z,39,82004,Altavilla Milicia,38.0421,13.54901,,,2,69,71,-2,0,304,10,385,793,385,,,,
2021-04-05T15:23:21.836Z,39,82006,Bagheria,38.078918,13.512365,,,14,201,215,0,0,2033,85,2333,4627,2333,,,,
2021-04-05T15:23:21.836Z,39,82067,Santa Flavia,38.08246,13.52758,,,2,87,89,0,0,559,12,660,1391,660,,,,
2021-04-05T15:23:21.836Z,39,82035,Ficarazzi,38.089272,13.46891,,,9,82,91,0,0,538,4,633,1314,633,,,,
2021-04-05T15:23:21.836Z,39,82023,Casteldaccia,38.05373,13.52967,,,4,31,35,0,0,352,15,402,818,402,,,,
2021-04-05T15:23:21.836Z,39,82004,Altavilla Milicia,38.0421,13.54901,,,2,69,71,0,0,304,10,385,793,385,,,,
2021-04-06T18:55:58.206Z,39,82006,Bagheria,38.078918,13.512365,,,15,206,221,6,14,2041,85,2347,4665,2347,,,,
2021-04-06T18:55:58.206Z,39,82067,Santa Flavia,38.08246,13.52758,,,2,92,94,5,7,561,12,667,1417,667,,,,
2021-04-06T18:55:58.206Z,39,82035,Ficarazzi,38.089272,13.46891,,,10,85,95,4,5,539,4,638,1326,638,,,,
2021-04-06T18:55:58.206Z,39,82023,Casteldaccia,38.05373,13.52967,,,4,31,35,0,4,356,15,406,834,406,,,,
2021-04-06T18:55:58.206Z,39,82004,Altavilla Milicia,38.0421,13.54901,,,2,56,58,-13,1,318,10,386,796,386,,,,
2021-04-07T21:34:00.408Z,39,82006,Bagheria,38.078918,13.512365,,,15,225,240,19,23,2045,85,2370,4704,2370,,,,
2021-04-07T21:34:00.408Z,39,82067,Santa Flavia,38.08246,13.52758,,,2,89,91,-3,0,564,12,667,1422,667,,,,
2021-04-07T21:34:00.408Z,39,82035,Ficarazzi,38.089272,13.46891,,,10,85,95,0,2,541,4,640,1338,640,,,,
2021-04-07T21:34:00.408Z,39,82023,Casteldaccia,38.05373,13.52967,,,4,27,31,-4,0,360,15,406,837,406,,,,
2021-04-07T21:34:00.408Z,39,82004,Altavilla Milicia,38.0421,13.54901,,,2,55,57,-1,1,320,10,387,801,387,,,,
2021-04-08T20:01:15.792Z,39,82006,Bagheria,38.078918,13.512365,,,15,216,231,-9,11,2064,86,2381,4734,2381,,,,
2021-04-08T20:01:15.792Z,39,82067,Santa Flavia,38.08246,13.52758,,,2,86,88,-3,1,568,12,668,1432,668,,,,
2021-04-08T20:01:15.792Z,39,82035,Ficarazzi,38.089272,13.46891,,,10,87,97,2,5,544,4,645,1349,645,,,,
2021-04-08T20:01:15.792Z,39,82023,Casteldaccia,38.05373,13.52967,,,4,24,28,-3,0,363,15,406,837,406,,,,
2021-04-08T20:01:15.792Z,39,82004,Altavilla Milicia,38.0421,13.54901,,,2,55,57,0,4,323,11,391,810,391,,,,
2021-04-09T18:51:06.205Z,39,82006,Bagheria,38.078918,13.512365,,,6,228,234,3,23,2064,106,2404,4767,2404,,,,
2021-04-09T18:51:06.205Z,39,82067,Santa Flavia,38.08246,13.52758,,,2,75,77,-11,2,580,13,670,1441,670,,,,
2021-04-09T18:51:06.205Z,39,82035,Ficarazzi,38.089272,13.46891,,,10,80,90,-7,13,564,4,658,1368,658,,,,
2021-04-09T18:51:06.205Z,39,82023,Casteldaccia,38.05373,13.52967,,,4,28,32,4,5,364,15,411,845,411,,,,
2021-04-09T18:51:06.205Z,39,82004,Altavilla Milicia,38.0421,13.54901,,,2,51,53,-4,0,327,11,391,813,391,,,,
2021-04-10T00:23:13.924Z,39,82006,Bagheria,38.078918,13.512365,,,6,219,225,-9,0,2073,106,2404,4769,2404,,,,
2021-04-10T00:23:13.924Z,39,82067,Santa Flavia,38.08246,13.52758,,,2,72,74,-3,0,583,13,670,1441,670,,,,
2021-04-10T00:23:13.924Z,39,82035,Ficarazzi,38.089272,13.46891,,,10,80,90,0,0,564,4,658,1368,658,,,,
2021-04-10T00:23:13.924Z,39,82023,Casteldaccia,38.05373,13.52967,,,4,27,31,-1,0,365,15,411,845,411,,,,
2021-04-10T00:23:13.924Z,39,82004,Altavilla Milicia,38.0421,13.54901,,,2,48,50,-3,1,331,11,392,814,392,,,,
2021-04-11T18:16:43.703Z,39,82006,Bagheria,38.078918,13.512365,,,6,219,225,0,4,2077,106,2408,4792,2408,,,,
2021-04-11T18:16:43.703Z,39,82067,Santa Flavia,38.08246,13.52758,,,2,77,79,5,5,583,13,675,1446,675,,,,
2021-04-11T18:16:43.703Z,39,82035,Ficarazzi,38.089272,13.46891,,,10,82,92,2,4,566,4,662,1381,662,,,,
2021-04-11T18:16:43.703Z,39,82023,Casteldaccia,38.05373,13.52967,,,4,27,31,0,0,365,15,411,847,411,,,,
2021-04-11T18:16:43.703Z,39,82004,Altavilla Milicia,38.0421,13.54901,,,2,49,51,1,2,332,11,394,821,394,,,,
2021-04-12T19:34:44.154Z,39,82006,Bagheria,38.078918,13.512365,,,5,242,247,22,28,2083,106,2436,4854,2436,,,,
2021-04-12T19:34:44.154Z,39,82067,Santa Flavia,38.08246,13.52758,,,2,80,82,3,10,590,13,685,1465,685,,,,
2021-04-12T19:34:44.154Z,39,82035,Ficarazzi,38.089272,13.46891,,,10,88,98,6,6,566,4,668,1392,668,,,,
2021-04-12T19:34:44.154Z,39,82023,Casteldaccia,38.05373,13.52967,,,4,29,33,2,4,367,15,415,855,415,,,,
2021-04-12T19:34:44.154Z,39,82004,Altavilla Milicia,38.0421,13.54901,,,2,49,51,0,1,333,11,395,833,395,,,,
2021-04-13T18:23:10.113Z,39,82006,Bagheria,38.078918,13.512365,,,6,232,238,-9,12,2104,106,2448,4876,2448,,,,
2021-04-13T18:23:10.113Z,39,82067,Santa Flavia,38.08246,13.52758,,,2,75,77,-5,4,598,14,689,1473,689,,,,
2021-04-13T18:23:10.113Z,39,82035,Ficarazzi,38.089272,13.46891,,,10,81,91,-7,0,573,4,668,1395,668,,,,
2021-04-13T18:23:10.113Z,39,82023,Casteldaccia,38.05373,13.52967,,,4,31,35,2,3,367,16,418,859,418,,,,
2021-04-13T18:23:10.113Z,39,82004,Altavilla Milicia,38.0421,13.54901,,,2,44,46,-5,1,339,11,396,836,396,,,,
2021-04-14,39,82006,Bagheria,38.078918,13.512365,,,6,232,238,0,0,2104,106,2448,4876,2448,,,,
2021-04-14,39,82067,Santa Flavia,38.08246,13.52758,,,2,75,77,0,0,598,14,689,1473,689,,,,
2021-04-14,39,82035,Ficarazzi,38.089272,13.46891,,,10,81,91,0,0,573,4,668,1395,668,,,,
2021-04-14,39,82023,Casteldaccia,38.05373,13.52967,,,4,31,35,0,0,367,16,418,859,418,,,,
2021-04-14,39,82004,Altavilla Milicia,38.0421,13.54901,,,2,44,46,0,0,339,11,396,836,396,,,,
2021-04-15,39,82006,Bagheria,38.078918,13.512365,,,7,285,292,54,65,2115,106,2513,4974,2513,,,,
2021-04-15,39,82067,Santa Flavia,38.08246,13.52758,,,2,75,77,0,7,605,14,696,1497,696,,,,
2021-04-15,39,82035,Ficarazzi,38.089272,13.46891,,,10,76,86,-5,3,581,4,671,1403,671,,,,
2021-04-15,39,82023,Casteldaccia,38.05373,13.52967,,,4,37,41,6,9,370,16,427,874,427,,,,
2021-04-15,39,82004,Altavilla Milicia,38.0421,13.54901,,,3,46,49,3,5,341,11,401,848,401,,,,
2021-04-16,39,82006,Bagheria,38.078918,13.512365,,,7,281,288,-4,7,2126,106,2520,4982,2520,,,,
2021-04-16,39,82067,Santa Flavia,38.08246,13.52758,,,2,69,71,-6,0,611,14,696,1497,696,,,,
2021-04-16,39,82035,Ficarazzi,38.089272,13.46891,,,8,60,68,-18,0,599,4,671,1407,671,,,,
2021-04-16,39,82023,Casteldaccia,38.05373,13.52967,,,4,34,38,-3,0,373,16,427,874,427,,,,
2021-04-16,39,82004,Altavilla Milicia,38.0421,13.54901,,,3,46,49,0,0,341,11,401,848,401,,,,
2021-04-17,39,82006,Bagheria,38.078918,13.512365,,,7,278,285,-3,0,2129,106,2520,4982,2520,,,,
2021-04-17,39,82067,Santa Flavia,38.08246,13.52758,,,2,67,69,-2,0,613,14,696,1497,696,,,,
2021-04-17,39,82035,Ficarazzi,38.089272,13.46891,,,8,60,68,0,0,599,4,671,1407,671,,,,
2021-04-17,39,82023,Casteldaccia,38.05373,13.52967,,,4,34,38,0,0,373,16,427,875,427,,,,
2021-04-17,39,82004,Altavilla Milicia,38.0421,13.54901,,,3,44,47,-2,0,343,11,401,848,401,,,,
2021-04-18,39,82006,Bagheria,38.078918,13.512365,,,7,286,293,8,10,2131,106,2530,5018,2530,,,,
2021-04-18,39,82067,Santa Flavia,38.08246,13.52758,,,2,66,68,-1,0,614,14,696,1498,696,,,,
2021-04-18,39,82035,Ficarazzi,38.089272,13.46891,,,8,59,67,-1,1,601,4,672,1415,672,,,,
2021-04-18,39,82023,Casteldaccia,38.05373,13.52967,,,4,32,36,-2,0,375,16,427,877,427,,,,
2021-04-18,39,82004,Altavilla Milicia,38.0421,13.54901,,,3,39,42,-5,0,348,11,401,853,401,,,,
2021-04-19,39,82006,Bagheria,38.078918,13.512365,,,10,372,382,89,95,2137,106,2625,5138,2625,,,,
2021-04-19,39,82067,Santa Flavia,38.08246,13.52758,,,4,63,67,-1,11,625,15,707,1512,707,,,,
2021-04-19,39,82035,Ficarazzi,38.089272,13.46891,,,9,58,67,0,6,607,4,678,1433,678,,,,
2021-04-19,39,82023,Casteldaccia,38.05373,13.52967,,,4,56,60,24,25,376,16,452,906,452,,,,
2021-04-19,39,82004,Altavilla Milicia,38.0421,13.54901,,,3,46,49,7,10,351,11,411,866,411,,,,
2021-04-20,39,82006,Bagheria,38.078918,13.512365,,,10,378,388,6,9,2140,106,2634,5166,2634,,,,
2021-04-20,39,82067,Santa Flavia,38.08246,13.52758,,,4,63,67,0,0,625,15,707,1524,707,,,,
2021-04-20,39,82035,Ficarazzi,38.089272,13.46891,,,9,58,67,0,3,610,4,681,1449,681,,,,
2021-04-20,39,82023,Casteldaccia,38.05373,13.52967,,,4,55,59,-1,0,377,16,452,912,452,,,,
2021-04-20,39,82004,Altavilla Milicia,38.0421,13.54901,,,3,46,49,0,2,353,11,413,872,413,,,,
2021-04-21,39,82006,Bagheria,38.078918,13.512365,,,11,394,405,17,25,2148,106,2659,5214,2659,,,,
2021-04-21,39,82067,Santa Flavia,38.08246,13.52758,,,4,55,59,-8,1,634,15,708,1535,708,,,,
2021-04-21,39,82035,Ficarazzi,38.089272,13.46891,,,9,61,70,3,8,615,4,689,1461,689,,,,
2021-04-21,39,82023,Casteldaccia,38.05373,13.52967,,,4,55,59,0,0,377,16,452,912,452,,,,
2021-04-21,39,82004,Altavilla Milicia,38.0421,13.54901,,,3,46,49,0,3,356,11,416,877,416,,,,
2021-04-22,39,82006,Bagheria,38.078918,13.512365,,,11,393,404,-1,14,2163,106,2673,5248,2673,,,,
2021-04-22,39,82067,Santa Flavia,38.08246,13.52758,,,4,54,58,-1,1,636,15,709,1536,709,,,,
2021-04-22,39,82035,Ficarazzi,38.089272,13.46891,,,9,70,79,9,13,619,4,702,1480,702,,,,
2021-04-22,39,82023,Casteldaccia,38.05373,13.52967,,,5,55,60,1,4,380,16,456,920,456,,,,
2021-04-22,39,82004,Altavilla Milicia,38.0421,13.54901,,,3,48,51,2,4,358,11,420,888,420,,,,
2021-04-23,39,82006,Bagheria,38.078918,13.512365,,,11,407,418,14,34,2183,106,2707,5295,2707,,,,
2021-04-23,39,82067,Santa Flavia,38.08246,13.52758,,,4,55,59,1,6,640,16,715,1546,715,,,,
2021-04-23,39,82035,Ficarazzi,38.089272,13.46891,,,7,55,62,-17,2,636,6,704,1486,704,,,,
2021-04-23,39,82023,Casteldaccia,38.05373,13.52967,,,5,70,75,15,16,381,16,472,936,472,,,,
2021-04-23,39,82004,Altavilla Milicia,38.0421,13.54901,,,3,48,51,0,2,360,11,422,890,422,,,,
2021-04-24,39,82006,Bagheria,38.078918,13.512365,,,11,405,416,-2,3,2188,106,2710,5312,2710,,,,
2021-04-24,39,82067,Santa Flavia,38.08246,13.52758,,,4,55,59,0,0,640,16,715,1549,715,,,,
2021-04-24,39,82035,Ficarazzi,38.089272,13.46891,,,7,54,61,-1,1,638,6,705,1488,705,,,,
2021-04-24,39,82023,Casteldaccia,38.05373,13.52967,,,5,70,75,0,0,381,16,472,936,472,,,,
2021-04-24,39,82004,Altavilla Milicia,38.0421,13.54901,,,3,49,52,1,1,360,11,423,892,423,,,,
2021-04-25,39,82006,Bagheria,38.078918,13.512365,,,11,405,416,0,2,2190,106,2712,5344,2712,,,,
2021-04-25,39,82067,Santa Flavia,38.08246,13.52758,,,4,54,58,-1,0,641,16,715,1551,715,,,,
2021-04-25,39,82035,Ficarazzi,38.089272,13.46891,,,7,54,61,0,0,638,6,705,1489,705,,,,
2021-04-25,39,82023,Casteldaccia,38.05373,13.52967,,,5,71,76,1,2,382,16,474,944,474,,,,
2021-04-25,39,82004,Altavilla Milicia,38.0421,13.54901,,,3,49,52,0,0,360,11,423,892,423,,,,
2021-04-26,39,82006,Bagheria,38.078918,13.512365,,,11,435,446,30,37,2197,106,2749,5432,2749,,,,
2021-04-26,39,82067,Santa Flavia,38.08246,13.52758,,,3,55,58,0,1,641,17,716,1556,716,,,,
2021-04-26,39,82035,Ficarazzi,38.089272,13.46891,,,7,57,64,3,5,640,6,710,1505,710,,,,
2021-04-26,39,82023,Casteldaccia,38.05373,13.52967,,,6,74,80,4,5,382,17,479,955,479,,,,
2021-04-26,39,82004,Altavilla Milicia,38.0421,13.54901,,,3,54,57,5,5,360,11,428,898,428,,,,
2021-04-27,39,82006,Bagheria,38.078918,13.512365,,,13,434,447,1,14,2210,106,2763,5478,2763,,,,
2021-04-27,39,82067,Santa Flavia,38.08246,13.52758,,,3,56,59,1,2,642,17,718,1558,718,,,,
2021-04-27,39,82035,Ficarazzi,38.089272,13.46891,,,4,57,61,-3,2,642,9,712,1513,712,,,,
2021-04-27,39,82023,Casteldaccia,38.05373,13.52967,,,4,80,84,4,5,382,18,484,962,484,,,,
2021-04-27,39,82004,Altavilla Milicia,38.0421,13.54901,,,3,54,57,0,3,363,11,431,901,431,,,,
2021-04-28,39,82006,Bagheria,38.078918,13.512365,,,12,451,463,16,32,2226,106,2795,5551,2795,,,,
2021-04-28,39,82067,Santa Flavia,38.08246,13.52758,,,3,57,60,1,2,643,17,720,1563,720,,,,
2021-04-28,39,82035,Ficarazzi,38.089272,13.46891,,,4,55,59,-2,1,645,9,713,1517,713,,,,
2021-04-28,39,82023,Casteldaccia,38.05373,13.52967,,,4,80,84,0,0,382,18,484,967,484,,,,
2021-04-28,39,82004,Altavilla Milicia,38.0421,13.54901,,,3,54,57,0,0,363,11,431,905,431,,,,
2021-04-29,39,82006,Bagheria,38.078918,13.512365,,,12,441,453,-10,13,2249,106,2808,5596,2808,,,,
2021-04-29,39,82067,Santa Flavia,38.08246,13.52758,,,3,58,61,1,5,647,17,725,1581,725,,,,
2021-04-29,39,82035,Ficarazzi,38.089272,13.46891,,,4,55,59,0,1,646,9,714,1518,714,,,,
2021-04-29,39,82023,Casteldaccia,38.05373,13.52967,,,4,79,83,-1,0,383,18,484,977,484,,,,
2021-04-29,39,82004,Altavilla Milicia,38.0421,13.54901,,,3,56,59,2,3,364,11,434,915,434,,,,
2021-04-30,39,82006,Bagheria,38.078918,13.512365,,,12,438,450,-3,4,2256,106,2812,5621,2812,,,,
2021-04-30,39,82067,Santa Flavia,38.08246,13.52758,,,3,53,56,-5,0,652,17,725,1585,725,,,,
2021-04-30,39,82035,Ficarazzi,38.089272,13.46891,,,4,57,61,2,4,648,9,718,1532,718,,,,
2021-04-30,39,82023,Casteldaccia,38.05373,13.52967,,,5,101,106,23,23,383,18,507,1003,507,,,,
2021-04-30,39,82004,Altavilla Milicia,38.0421,13.54901,,,3,54,57,-2,0,365,12,434,916,434,,,,
2021-05-01,39,82006,Bagheria,38.078918,13.512365,,,12,438,450,0,5,2261,106,2817,5661,2817,,,,
2021-05-01,39,82067,Santa Flavia,38.08246,13.52758,,,3,53,56,0,3,655,17,728,1590,728,,,,
2021-05-01,39,82035,Ficarazzi,38.089272,13.46891,,,4,62,66,5,6,649,9,724,1546,724,,,,
2021-05-01,39,82023,Casteldaccia,38.05373,13.52967,,,5,100,105,-1,0,384,18,507,1009,507,,,,
2021-05-01,39,82004,Altavilla Milicia,38.0421,13.54901,,,3,56,59,2,2,365,12,436,922,436,,,,
2021-05-02,39,82006,Bagheria,38.078918,13.512365,,,12,447,459,9,25,2277,106,2842,5687,2842,,,,
2021-05-02,39,82067,Santa Flavia,38.08246,13.52758,,,3,58,61,5,6,656,17,734,1596,734,,,,
2021-05-02,39,82035,Ficarazzi,38.089272,13.46891,,,4,66,70,4,4,649,9,728,1551,728,,,,
2021-05-02,39,82023,Casteldaccia,38.05373,13.52967,,,5,106,111,6,6,384,18,513,1015,513,,,,
2021-05-02,39,82004,Altavilla Milicia,38.0421,13.54901,,,3,57,60,1,1,365,12,437,923,437,,,,
2021-05-03,39,82006,Bagheria,38.078918,13.512365,,,12,435,447,-12,7,2296,106,2849,5733,2849,,,,
2021-05-03,39,82067,Santa Flavia,38.08246,13.52758,,,3,53,56,-5,1,662,17,735,1606,735,,,,
2021-05-03,39,82035,Ficarazzi,38.089272,13.46891,,,4,63,67,-3,0,652,9,728,1561,728,,,,
2021-05-03,39,82023,Casteldaccia,38.05373,13.52967,,,5,107,112,1,4,386,19,517,1031,517,,,,
2021-05-03,39,82004,Altavilla Milicia,38.0421,13.54901,,,3,56,59,-1,0,366,12,437,928,437,,,,
2021-05-04,39,82006,Bagheria,38.078918,13.512365,,,12,414,426,-21,2,2319,106,2851,5778,2851,,,,
2021-05-04,39,82067,Santa Flavia,38.08246,13.52758,,,3,49,52,-4,0,666,17,735,1607,735,,,,
2021-05-04,39,82035,Ficarazzi,38.089272,13.46891,,,4,55,59,-8,3,663,9,731,1564,731,,,,
2021-05-04,39,82023,Casteldaccia,38.05373,13.52967,,,5,109,114,2,3,387,19,520,1041,520,,,,
2021-05-04,39,82004,Altavilla Milicia,38.0421,13.54901,,,3,54,57,-2,0,368,12,437,929,437,,,,
2021-05-05,39,82006,Bagheria,38.078918,13.512365,,,12,403,415,-11,4,2334,106,2855,5809,2855,,,,
2021-05-05,39,82067,Santa Flavia,38.08246,13.52758,,,3,44,47,-5,0,671,17,735,1609,735,,,,
2021-05-05,39,82035,Ficarazzi,38.089272,13.46891,,,4,54,58,-1,0,664,9,731,1565,731,,,,
2021-05-05,39,82023,Casteldaccia,38.05373,13.52967,,,5,107,112,-2,2,391,19,522,1045,522,,,,
2021-05-05,39,82004,Altavilla Milicia,38.0421,13.54901,,,3,51,54,-3,1,372,12,438,934,438,,,,
2021-05-06,39,82006,Bagheria,38.078918,13.512365,,,11,400,411,-4,8,2346,106,2863,5842,2863,,,,
2021-05-06,39,82067,Santa Flavia,38.08246,13.52758,,,3,44,47,0,0,671,17,735,1609,735,,,,
2021-05-06,39,82035,Ficarazzi,38.089272,13.46891,,,4,55,59,1,3,666,9,734,1577,734,,,,
2021-05-06,39,82023,Casteldaccia,38.05373,13.52967,,,5,105,110,-2,1,394,19,523,1056,523,,,,
2021-05-06,39,82004,Altavilla Milicia,38.0421,13.54901,,,1,51,52,-2,0,374,12,438,939,438,,,,
2021-05-07,39,82006,Bagheria,38.078918,13.512365,,,11,400,411,0,0,2346,106,2863,5842,2863,,,,
2021-05-07,39,82067,Santa Flavia,38.08246,13.52758,,,3,44,47,0,0,671,17,735,1609,735,,,,
2021-05-07,39,82035,Ficarazzi,38.089272,13.46891,,,4,55,59,0,0,666,9,734,1577,734,,,,
2021-05-07,39,82023,Casteldaccia,38.05373,13.52967,,,5,105,110,0,0,394,19,523,1056,523,,,,
2021-05-07,39,82004,Altavilla Milicia,38.0421,13.54901,,,1,51,52,0,0,374,12,438,939,438,,,,
2021-05-08,39,82006,Bagheria,38.078918,13.512365,,,11,377,388,-23,5,2374,106,2868,5888,2868,,,,
2021-05-08,39,82067,Santa Flavia,38.08246,13.52758,,,3,40,43,-4,0,675,17,735,1618,735,,,,
2021-05-08,39,82035,Ficarazzi,38.089272,13.46891,,,4,49,53,-6,3,675,9,737,1582,737,,,,
2021-05-08,39,82023,Casteldaccia,38.05373,13.52967,,,5,96,101,-9,1,404,19,524,1071,524,,,,
2021-05-08,39,82004,Altavilla Milicia,38.0421,13.54901,,,1,45,46,-6,0,380,12,438,943,438,,,,
2021-05-09,39,82006,Bagheria,38.078918,13.512365,,,10,373,383,-5,3,2382,106,2871,5948,2871,,,,
2021-05-09,39,82067,Santa Flavia,38.08246,13.52758,,,3,43,46,3,4,676,17,739,1623,739,,,,
2021-05-09,39,82035,Ficarazzi,38.089272,13.46891,,,4,50,54,1,2,676,9,739,1587,739,,,,
2021-05-09,39,82023,Casteldaccia,38.05373,13.52967,,,5,99,104,3,7,408,19,531,1098,531,,,,
2021-05-09,39,82004,Altavilla Milicia,38.0421,13.54901,,,1,46,47,1,2,381,12,440,949,440,,,,
2021-05-10,39,82006,Bagheria,38.078918,13.512365,,,10,329,339,-44,9,2435,106,2880,5984,2880,,,,
2021-05-10,39,82067,Santa Flavia,38.08246,13.52758,,,3,48,51,5,6,677,17,745,1636,745,,,,
2021-05-10,39,82035,Ficarazzi,38.089272,13.46891,,,4,44,48,-6,1,683,9,740,1598,740,,,,
2021-05-10,39,82023,Casteldaccia,38.05373,13.52967,,,5,95,100,-4,1,412,20,532,1108,532,,,,
2021-05-10,39,82004,Altavilla Milicia,38.0421,13.54901,,,1,43,44,-3,1,385,12,441,953,441,,,,
2021-05-11,39,82006,Bagheria,38.078918,13.512365,,,9,297,306,-33,1,2469,106,2881,6013,2881,,,,
2021-05-11,39,82067,Santa Flavia,38.08246,13.52758,,,3,44,47,-4,2,683,17,747,1645,747,,,,
2021-05-11,39,82035,Ficarazzi,38.089272,13.46891,,,4,39,43,-5,0,688,9,740,1613,740,,,,
2021-05-11,39,82023,Casteldaccia,38.05373,13.52967,,,5,85,90,-10,0,422,20,532,1118,532,,,,
2021-05-11,39,82004,Altavilla Milicia,38.0421,13.54901,,,1,44,45,1,3,387,12,444,957,444,,,,
2021-05-12,39,82006,Bagheria,38.078918,13.512365,,,9,270,279,-27,4,2500,106,2885,6060,2885,,,,
2021-05-12,39,82067,Santa Flavia,38.08246,13.52758,,,3,42,45,-2,0,685,17,747,1646,747,,,,
2021-05-12,39,82035,Ficarazzi,38.089272,13.46891,,,5,33,38,-5,1,694,9,741,1616,741,,,,
2021-05-12,39,82023,Casteldaccia,38.05373,13.52967,,,5,81,86,-4,2,428,20,534,1127,534,,,,
2021-05-12,39,82004,Altavilla Milicia,38.0421,13.54901,,,1,43,44,-1,0,388,12,444,958,444,,,,
2021-05-13,39,82006,Bagheria,38.078918,13.512365,,,9,256,265,-14,0,2514,106,2885,6062,2885,,,,
2021-05-13,39,82067,Santa Flavia,38.08246,13.52758,,,3,42,45,0,0,685,17,747,1646,747,,,,
2021-05-13,39,82035,Ficarazzi,38.089272,13.46891,,,5,33,38,0,0,694,9,741,1616,741,,,,
2021-05-13,39,82023,Casteldaccia,38.05373,13.52967,,,5,80,85,-1,0,429,20,534,1127,534,,,,
2021-05-13,39,82004,Altavilla Milicia,38.0421,13.54901,,,1,43,44,0,0,388,12,444,958,444,,,,
2021-05-14,39,82006,Bagheria,38.078918,13.512365,,,8,227,235,-30,9,2553,106,2894,6094,2894,,,,
2021-05-14,39,82067,Santa Flavia,38.08246,13.52758,,,3,42,45,0,1,686,17,748,1647,748,,,,
2021-05-14,39,82035,Ficarazzi,38.089272,13.46891,,,5,31,36,-2,0,696,9,741,1619,741,,,,
2021-05-14,39,82023,Casteldaccia,38.05373,13.52967,,,5,72,77,-8,1,438,20,535,1135,535,,,,
2021-05-14,39,82004,Altavilla Milicia,38.0421,13.54901,,,1,42,43,-1,1,390,12,445,964,445,,,,
2021-05-15,39,82006,Bagheria,38.078918,13.512365,,,8,224,232,-3,2,2557,107,2896,6109,2896,,,,
2021-05-15,39,82067,Santa Flavia,38.08246,13.52758,,,3,42,45,0,0,686,17,748,1649,748,,,,
2021-05-15,39,82035,Ficarazzi,38.089272,13.46891,,,5,31,36,0,0,696,9,741,1619,741,,,,
2021-05-15,39,82023,Casteldaccia,38.05373,13.52967,,,5,69,74,-3,0,441,20,535,1135,535,,,,
2021-05-15,39,82004,Altavilla Milicia,38.0421,13.54901,,,1,42,43,0,1,391,12,446,966,446,,,,
2021-05-16,39,82006,Bagheria,38.078918,13.512365,,,7,227,234,2,5,2560,107,2901,6126,2901,,,,
2021-05-16,39,82067,Santa Flavia,38.08246,13.52758,,,3,42,45,0,0,686,17,748,1649,748,,,,
2021-05-16,39,82035,Ficarazzi,38.089272,13.46891,,,5,32,37,1,1,696,9,742,1622,742,,,,
2021-05-16,39,82023,Casteldaccia,38.05373,13.52967,,,5,68,73,-1,1,443,20,536,1138,536,,,,
2021-05-16,39,82004,Altavilla Milicia,38.0421,13.54901,,,1,42,43,0,0,391,12,446,966,446,,,,
2021-05-17,39,82006,Bagheria,38.078918,13.512365,,,7,215,222,-12,11,2583,107,2912,6150,2912,,,,
2021-05-17,39,82067,Santa Flavia,38.08246,13.52758,,,3,45,48,3,3,686,17,751,1656,751,,,,
